,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
5941,5942,"Nilda esta muy bien, sigue haciendo yoga, tambien hable con su marido Juan Carlos Staraz,estan muy bien los dos ,",POSITIVO,nilda esta muy bien sigue haciendo yoga tambien hable con su marido juan carlos staraz estan muy bien los dos ,R
2980,2981,"No le interesa. La noté un poco asustada.
""No. Deciles a los de la Municipalidad que yo estoy bien"".",NO RELEVANTE,no le interesa la note un poco asustada 
no deciles a los de la municipalidad que yo estoy bien ,NR
3102,3103,Se la escuchaba bien.,POSITIVO,se la escuchaba bien ,R
9091,9092,"SE MANTIENE  COMUNICACIÒN CON EL HIJO, QUIEN  SOSTIENE QUE SU PAPA ESTA ATENDIDO. ME COMENTA LA SITUACIÒN DE SALUD DE TRATAMIENTO Y OPERACIÒN POR CANCER.  QUE NO TIENE NINGÙN REQUERIMIENTO POR AHORA. ( NO ME PERMITE HABLAR CON EL SR)
INDAGO SOBRE ACTIVIDADES QUE REALIZA EL SR Y ME EXPRESA QUE ANTES BAILABA TANGO.
EL SR PREFIERE QUE NO LO LLAME MÀS.",NEGATIVO,se mantiene comunicacion con el hijo quien sostiene que su papa esta atendido me comenta la situacion de salud de tratamiento y operacion por cancer  que no tiene ningun requerimiento por ahora  no me permite hablar con el sr 
indago sobre actividades que realiza el sr y me expresa que antes bailaba tango 
el sr prefiere que no lo llame mas ,R
4820,4821,"muy contenta porque fueron a vacunarla a domicilio, muy agradecida. Se avisa que el viernes le llevarán la caja de alimentos.",POSITIVO,muy contenta porque fueron a vacunarla a domicilio muy agradecida se avisa que el viernes le llevaran la caja de alimentos ,R
7394,7395,La Señora Inés Flires se encuentra bien.,POSITIVO,la senora ines flires se encuentra bien ,R
6157,6158,"Llamo para consultar si se le pueden proveer los medicamentos para su hija Jaqueline de 29 años, que sufre de asma.
Me envió las fotos que le solicite de los dos medicamentos, llame al 147 y me indicaron que esta provision esta fuera del programa de asistencia a los AM.
Me indicaron se comunique con la Sala Burman 4580-6232 y encamine la hija su consulta por alli.",NECESIDADES OPERATIVAS,llamo para consultar si se le pueden proveer los medicamentos para su hija jaqueline de _digit_ anos que sufre de asma 
me envio las fotos que le solicite de los dos medicamentos llame al _digit_ y me indicaron que esta provision esta fuera del programa de asistencia a los am 
me indicaron se comunique con la sala burman _digit_-_digit_ y encamine la hija su consulta por alli ,NEC_OP
4529,4530,"Hable con leonor para avisarle que le hoy le llegan los alimentos, estaba preocupada porque todavía no pudo solucionar el tema de su casa.",NECESIDADES OPERATIVAS,hable con leonor para avisarle que le hoy le llegan los alimentos estaba preocupada porque todavia no pudo solucionar el tema de su casa ,NEC_OP
7225,7226,se encuentran bien de buen animo y conteniodos por la familia,POSITIVO,se encuentran bien de buen animo y conteniodos por la familia,R
10257,10258,estan bien,POSITIVO,estan bien,R
3982,3983,"Llamé a Lidia, todo ok",POSITIVO,llame a lidia todo ok,R
3672,3673,El día 4/8 y el día de hoy la Señora Malatesta Nélida se encuentra bien.,POSITIVO,el dia _digit_ _digit_ y el dia de hoy la senora malatesta nelida se encuentra bien ,R
5350,5351,AM REQUIERE VOLUNTARIO QUE PUEDA HACERLE LAS COMPRAS A LA VERDULERIA.,NECESIDADES OPERATIVAS,am requiere voluntario que pueda hacerle las compras a la verduleria ,NEC_OP
9583,9584,"angela bien, me comenta de los servicios que no dieron la tarifa social.",POSITIVO,angela bien me comenta de los servicios que no dieron la tarifa social ,R
764,765,SE ENTREGO MATERIAL COGNITIVO 2 EN DOMICILIO 21/08/2020,NECESIDADES OPERATIVAS,se entrego material cognitivo _digit_ en domicilio _digit_ _digit_ _digit_,NEC_OP
9111,9112,El teléfono da ocupado en reiteradas veces,NO RELEVANTE,el telefono da ocupado en reiteradas veces,NR
8167,8168,llame pero no contesto,NO RELEVANTE,llame pero no contesto,NR
1996,1997,"Leon continúa atendiendo en el taller mecánico y Nidia hace artesanías. También se dedica a la pintura de cuadros.
Se encuentran bien de ánimo, siguen en contacto con sus familiares y amigos. Las compras se las realiza su hija.",POSITIVO,leon continua atendiendo en el taller mecanico y nidia hace artesanias tambien se dedica a la pintura de cuadros 
se encuentran bien de animo siguen en contacto con sus familiares y amigos las compras se las realiza su hija ,R
2748,2749,"Hablé con la esposa, Mabel, y están bien. Son muy agradables.",POSITIVO,hable con la esposa mabel y estan bien son muy agradables ,R
9286,9287,"Pasó por control oftalmológico y estudio ginecológico. El domingo se traslada a la casa de su hijo, pues su nuera paciente oncológica se somete a intervención  quirúrgica, igual seguimos en contacto.",NEGATIVO,paso por control oftalmologico y estudio ginecologico el domingo se traslada a la casa de su hijo pues su nuera paciente oncologica se somete a intervencion quirurgica igual seguimos en contacto ,R
1820,1821,en el dia de la fecha me comunico con isabel para informarle que su caja de alimentos fue solicitada,NECESIDADES OPERATIVAS,en el dia de la fecha me comunico con isabel para informarle que su caja de alimentos fue solicitada,NEC_OP
12576,9485,"Durante el fin de semana nos hemos comunicado con frecuencia ya que no se sentia bien del estomago. Pero luego de sugerirle distintos alimentos que le podian hacer bien al estomago, hoy cuando hablamos nuevamente, me comento que se sentia mas animada y mejor del estomago. Sigue a dieta y seguiremos en contacto durante la semana.",NEGATIVO,durante el fin de semana nos hemos comunicado con frecuencia ya que no se sentia bien del estomago pero luego de sugerirle distintos alimentos que le podian hacer bien al estomago hoy cuando hablamos nuevamente me comento que se sentia mas animada y mejor del estomago sigue a dieta y seguiremos en contacto durante la semana ,R
911,912,"Los encontré con un buen estado anímico, siguen cumpliendo la cuarentena, informándose mediante las noticias.",POSITIVO,los encontre con un buen estado animico siguen cumpliendo la cuarentena informandose mediante las noticias ,R
12077,12078,"se halla en buen de salud .

es asistida por su hija .
su marido hipertenso  se halla en tratamiento y se encuentra compesado",POSITIVO,se halla en buen de salud 

es asistida por su hija 
su marido hipertenso se halla en tratamiento y se encuentra compesado,R
8703,8704,Se encuentra bien.  Renegando con el gobierno. Considera que hacen todo mal. Pero esta bien de salud que es lo importante.,NEGATIVO,se encuentra bien  renegando con el gobierno considera que hacen todo mal pero esta bien de salud que es lo importante ,R
7502,7503,llamado,NO RELEVANTE,llamado,NR
11997,11998,"se encuentra muy nien de ánimo, hace muchas actividades en su hogar y esta muy contenida por su familia. agradece que me ponga en contacto con ella.",POSITIVO,se encuentra muy nien de animo hace muchas actividades en su hogar y esta muy contenida por su familia agradece que me ponga en contacto con ella ,R
9502,9503,"27/04 me indica que está bien, que no necesita nada, que añora una brazo,  pero que este encierro  la angustia, teme que no podamos salir bien de todo esto. le ofrecí ayuda pero me dice que tiene psicóloga personal.",NEGATIVO,_digit_ _digit_ me indica que esta bien que no necesita nada que anora una brazo  pero que este encierro la angustia teme que no podamos salir bien de todo esto le ofreci ayuda pero me dice que tiene psicologa personal ,R
11141,11142,"me comunique en el dia de la fecha, se encontraba todo bien. acordamos volver a hablar el lunes, ya que la señora necesita vacunarse y esta intentando hacerlo entre hoy y mañana. en caso de no poder hacerlo, me lo va a informar para que podamos ayudarla",POSITIVO,me comunique en el dia de la fecha se encontraba todo bien acordamos volver a hablar el lunes ya que la senora necesita vacunarse y esta intentando hacerlo entre hoy y manana en caso de no poder hacerlo me lo va a informar para que podamos ayudarla,R
10767,10768,"la sra. lina se encuentra bien, al igual que josé su marido.  es una persona muy cálida, recibe con mucha alegría mis llamados.

lo comento por acá, además de hacerlo a la brevedad por mail, una inquietud que me transmitió lina: ella tiene una amiga que  vive en carapachay, persona con tratamiento oncologico, que no cuenta con ayuda, si bien lina se mantiene en contacto con ella, no le puede brindar ayuda personalmente,  le parecería importante que se pudiera incorporar al programa de asistencia.  (según le comentó esta amiga, alguien se había contactado con ella pero no sabe si su amiga entendió mal, le dió temor o cual fue la causa por la cual le dijo: que no le correspondía) acordamos que yo iba a averiguar si era factible incorporarla.",POSITIVO,la sra lina se encuentra bien al igual que jose su marido  es una persona muy calida recibe con mucha alegria mis llamados 

lo comento por aca ademas de hacerlo a la brevedad por mail una inquietud que me transmitio lina ella tiene una amiga que vive en carapachay persona con tratamiento oncologico que no cuenta con ayuda si bien lina se mantiene en contacto con ella no le puede brindar ayuda personalmente  le pareceria importante que se pudiera incorporar al programa de asistencia  segun le comento esta amiga alguien se habia contactado con ella pero no sabe si su amiga entendio mal le dio temor o cual fue la causa por la cual le dijo que no le correspondia acordamos que yo iba a averiguar si era factible incorporarla ,R
8973,8974,"llame y hable con unos de sus hijos, me comento que todavia no volvia de la calle, pero que se encontraba bien",POSITIVO,llame y hable con unos de sus hijos me comento que todavia no volvia de la calle pero que se encontraba bien,R
11360,11361,no atiende,NO RELEVANTE,no atiende,NR
10204,10205,está muy bien. recién mañana tiene que salir por primera vez al bco. le recomendé como usar el barbijo.,POSITIVO,esta muy bien recien manana tiene que salir por primera vez al bco le recomende como usar el barbijo ,R
11665,11666,primer llamado - ver observaciones generales.,NO RELEVANTE,primer llamado - ver observaciones generales ,NR
3488,3489,"Bien de ánimo, pero preocupada por su nuera que está en pleno tratamiento pos operaratorio.",NEGATIVO,bien de animo pero preocupada por su nuera que esta en pleno tratamiento pos operaratorio ,R
9208,9209,La Señira Flores Inés se encuentra bien .,POSITIVO,la senira flores ines se encuentra bien ,R
2147,2148,No responde,NO RELEVANTE,no responde,NR
11397,11398,no contesta el teléfono,NO RELEVANTE,no contesta el telefono,NR
10480,10481,"hola hoy me comunique con el señor francisco ,se encuentra bien acompañado de su señora la cual se encontraba internada por un accidente y ya le dieron el alta .quede de contactarlo para seguir hablando .",POSITIVO,hola hoy me comunique con el senor francisco se encuentra bien acompanado de su senora la cual se encontraba internada por un accidente y ya le dieron el alta quede de contactarlo para seguir hablando ,R
4499,4500,HABLE CON MARIA PASO UN  LINDO FIEN DE   SEMANA FESTEJO  EL CUMPLE  DE SU HIJO  LOS TRES  MUY  LINDO,POSITIVO,hable con maria paso un lindo fien de  semana festejo el cumple de su hijo los tres muy lindo,R
7900,7901,"Intente contactarme telefonicamente pero no tuve respuesta, voy a probar en unos minutos nuevamente",NO RELEVANTE,intente contactarme telefonicamente pero no tuve respuesta voy a probar en unos minutos nuevamente,NR
3959,3960,"Hablamos por whatsapp, esta contenta, acompañada, tranquila con su amiga. Agradecida de que la haya contenido y la haya acompañado durante este tiempo.",POSITIVO,hablamos por whatsapp esta contenta acompanada tranquila con su amiga agradecida de que la haya contenido y la haya acompanado durante este tiempo ,R
6978,6979,"La llamaron para vacunar, por ahora está bien.",POSITIVO,la llamaron para vacunar por ahora esta bien ,R
2189,2190,La Señora Inés Flores se encuentra bien.,POSITIVO,la senora ines flores se encuentra bien ,R
11252,11253,"muy bien de animo, haciendo una estanteria en madera. descansa bien, se alimenta bien y se entretiene con sus perros",POSITIVO,muy bien de animo haciendo una estanteria en madera descansa bien se alimenta bien y se entretiene con sus perros,R
2018,2019,"En este caso, la AM necesita de ayuda o asesoramiento con respecto al área de salud para su marido, quien estaba con estudios prequirurgicos por una hernia inguinal al momento de declararse el aislamiento social.",NECESIDADES OPERATIVAS,en este caso la am necesita de ayuda o asesoramiento con respecto al area de salud para su marido quien estaba con estudios prequirurgicos por una hernia inguinal al momento de declararse el aislamiento social ,NEC_OP
11417,11418,"no contestan
vuelvo a mandar porque no me verifica el enviado",NO RELEVANTE,no contestan
vuelvo a mandar porque no me verifica el enviado,NR
1024,1025,"Me comuniqué con la sra. pero no le llegó  caja de alimentos (24/07/2020). Tiene al encargado del edificio Wilson, el cual puede recibir la caja con la documentación necesaria. Me voy a comunicar con el 147 para ver que sucedió",NECESIDADES OPERATIVAS,me comunique con la sra pero no le llego caja de alimentos _digit_ _digit_ _digit_  tiene al encargado del edificio wilson el cual puede recibir la caja con la documentacion necesaria me voy a comunicar con el _digit_ para ver que sucedio,NEC_OP
10265,10266,"estan bien sus hijos les hacen las compras vive con su esposo
de animo estan bien pero preocupados",POSITIVO,estan bien sus hijos les hacen las compras vive con su esposo
de animo estan bien pero preocupados,R
5870,5871,"22/06 - Llamo a AM a 1545584835, pero sin respuesta alguna en la llamada pactada. Llamo nuevamente a AM unos minutos mas tarde, pero sin respuesta. Llamo nuevamente a AM 20:00 hs, sin respuesta alguna.",NO RELEVANTE,_digit_ _digit_ - llamo a am a _digit_ pero sin respuesta alguna en la llamada pactada llamo nuevamente a am unos minutos mas tarde pero sin respuesta llamo nuevamente a am _digit_ _digit_ hs sin respuesta alguna ,NR
9170,9171,esta bien,POSITIVO,esta bien,R
11231,11232,me volvi a comunicar con el y me dijo que no necesitaba asistencia.,POSITIVO,me volvi a comunicar con el y me dijo que no necesitaba asistencia ,R
9538,9539,"a maría del carmen,  la llamó todos los días ,  charlamos bastante y compartimos vivencias de nuestras vidas, recetas, etc. atiende feliz mi lado cada día.",POSITIVO,a maria del carmen  la llamo todos los dias  charlamos bastante y compartimos vivencias de nuestras vidas recetas etc atiende feliz mi lado cada dia ,R
4416,4417,sigo llamando y y sige atendiendome la operadora diciendo que el numero es icorrecto o esta desconectado,NO RELEVANTE,sigo llamando y y sige atendiendome la operadora diciendo que el numero es icorrecto o esta desconectado,NR
5362,5363,Me comuniqué nuevamente con la Sra. Luisa se encuentra en buen estado de salud y anímicamente estable. Hoy le fueron a dar la vacuna de la neumonía a su domicilio.,POSITIVO,me comunique nuevamente con la sra luisa se encuentra en buen estado de salud y animicamente estable hoy le fueron a dar la vacuna de la neumonia a su domicilio ,R
8497,8498,"22/05/20 - Tercer día intento contactar a AM al 47301317, pero N/A x2",NO RELEVANTE,_digit_ _digit_ _digit_ - tercer dia intento contactar a am al _digit_ pero n a x_digit_,NR
10387,10388,"hable con el señor juan carlos y la verdad lo note mu triste ya que no tiene recursos para abastecerse.

la caja que le brinda no le alcanza tuvo que pagar hoy de luz 4mil pesos-

el hijo le presto dinero .

esta acargo de su suegro de 90 años que necesita que le apliquen la vacuna a su doicilio ya que es discapacitado

me brindo  los datos.

pero esta muy angustiado.",NEGATIVO,hable con el senor juan carlos y la verdad lo note mu triste ya que no tiene recursos para abastecerse 

la caja que le brinda no le alcanza tuvo que pagar hoy de luz _digit_mil pesos-

el hijo le presto dinero 

esta acargo de su suegro de _digit_ anos que necesita que le apliquen la vacuna a su doicilio ya que es discapacitado

me brindo los datos 

pero esta muy angustiado ,R
1970,1971,"17/06/20 - Segundo día intentando comunicarme con AM para ver si consiguió los Medicamentos por parte de la Municipalidad y notificarle lo que respondieron acerca del bono, pero N/A x2 al numero 1160016414. Volver a intentar el día de mañana en otro horario.",NO RELEVANTE,_digit_ _digit_ _digit_ - segundo dia intentando comunicarme con am para ver si consiguio los medicamentos por parte de la municipalidad y notificarle lo que respondieron acerca del bono pero n a x_digit_ al numero _digit_ volver a intentar el dia de manana en otro horario ,NR
6384,6385,se hablo con elba y el marido estan bien esperando q pase todo esto,POSITIVO,se hablo con elba y el marido estan bien esperando q pase todo esto,R
3049,3050,"necesita q le entreguen la caja ,hace 26 dias q no hacen",NECESIDADES OPERATIVAS,necesita q le entreguen la caja hace _digit_ dias q no hacen,NEC_OP
4395,4396,A Elsa se la escucha muy animada. Actualmente no tiene ninguna necesidad. Le pase mis datos y  número de celular para que se comunique conmigo cuando necesite.,POSITIVO,a elsa se la escucha muy animada actualmente no tiene ninguna necesidad le pase mis datos y numero de celular para que se comunique conmigo cuando necesite ,R
8059,8060,20/8 No me pude comunicar,NO RELEVANTE,_digit_ _digit_ no me pude comunicar,NR
5158,5159,se  encuentran bien de animo hacieno tareas en la casa para pasar el tiempo seguire llamndolos,POSITIVO,se encuentran bien de animo hacieno tareas en la casa para pasar el tiempo seguire llamndolos,R
12327,12328,son dos personas jubiladas con la mínima y me pidieron ayuda de alimentos,NEGATIVO,son dos personas jubiladas con la minima y me pidieron ayuda de alimentos,R
7613,7614,Seguimiento,NO RELEVANTE,seguimiento,NR
5330,5331,Se le envía toda la información respecto de la asistencia alimentaria a la voluntaria vía mail.,NECESIDADES OPERATIVAS,se le envia toda la informacion respecto de la asistencia alimentaria a la voluntaria via mail ,NEC_OP
3168,3169,"Llamo a AM y me indica que por el momento ella se puede asistir sola, ya que aun tiene fuerzas para hacerlo. Me indica que su hija de vez en cuando la ayuda en cuanto a las compras. También me indica que ya se dio todas las vacunas correspondientes. Agradece por el llamado de todas formas y finaliza la misma.",NEUTRAL,llamo a am y me indica que por el momento ella se puede asistir sola ya que aun tiene fuerzas para hacerlo me indica que su hija de vez en cuando la ayuda en cuanto a las compras tambien me indica que ya se dio todas las vacunas correspondientes agradece por el llamado de todas formas y finaliza la misma ,NR
7426,7427,se entrega alimentos  en domicilio 31/7/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
3449,3450,Intenté comunicarme con él al teléfono fijo y móvil y no respondió,NO RELEVANTE,intente comunicarme con el al telefono fijo y movil y no respondio,NR
2413,2414,No atiende nadie el teléfono de línea y no pude llamar al celular porque no se ve el número completo,NO RELEVANTE,no atiende nadie el telefono de linea y no pude llamar al celular porque no se ve el numero completo,NR
8009,8010,"He llamado por telefono, pero no atendio.  Solemos comunicarnos por whatsapp. Le deje un msg recordando el No salir a la calle y que puede solicitar ayuda por este medio.  Seguramente en el trascurso de la tarde me contestara.",NO RELEVANTE,he llamado por telefono pero no atendio  solemos comunicarnos por whatsapp le deje un msg recordando el no salir a la calle y que puede solicitar ayuda por este medio  seguramente en el trascurso de la tarde me contestara ,NR
2178,2179,se lo llamo y se le dejo en el contestador  a las 15:20 hs,NO RELEVANTE,se lo llamo y se le dejo en el contestador a las _digit_ _digit_ hs,NR
11227,11228,me sigue apareciendo sin número para contactarme con la adulto mayor,NO RELEVANTE,me sigue apareciendo sin numero para contactarme con la adulto mayor,NR
10749,10750,"la sra refiere estar bien, tranquila, teje, lee y se entretiene, no aparecen necesidades por el momento.agradece que ya  llamaron  a su vecina que la tenia preocupada

sin otra cosa a   consignar",POSITIVO,la sra refiere estar bien tranquila teje lee y se entretiene no aparecen necesidades por el momento agradece que ya llamaron a su vecina que la tenia preocupada

sin otra cosa a  consignar,R
9495,9496,24/4 me enviaron mail para solicitar datos de la sra para asistencia psicológica.  fueron enviados,POSITIVO,_digit_ _digit_ me enviaron mail para solicitar datos de la sra para asistencia psicologica  fueron enviados,R
1517,1518,7/8 llamé para avisar que llega caja de alimentos,NECESIDADES OPERATIVAS,_digit_ _digit_ llame para avisar que llega caja de alimentos,NEC_OP
8487,8488,Me dijeron que estaba llamando a un número equivocado.,NO RELEVANTE,me dijeron que estaba llamando a un numero equivocado ,NR
1233,1234,no contesta llamada,NO RELEVANTE,no contesta llamada,NR
2870,2871,no contesta el teléfono,NO RELEVANTE,no contesta el telefono,NR
2245,2246,Llamé y me cortó. Llame de nuevo y no atiende,NO RELEVANTE,llame y me corto llame de nuevo y no atiende,NR
9659,9660,"breve charla, están bien.",POSITIVO,breve charla estan bien ,R
3697,3698,"La AM se encuentra asistida y acompañada por su hija .solicita .le sea llevada su caja de alimentos por su voluntaria ,para el día martes 16 .estado general bueno",NECESIDADES OPERATIVAS,la am se encuentra asistida y acompanada por su hija solicita le sea llevada su caja de alimentos por su voluntaria para el dia martes _digit_ estado general bueno,NEC_OP
2185,2186,animada,POSITIVO,animada,R
8511,8512,"INES ME HABLA POR WHATSAPP PARA MANDARME UN VIDEO DONDE ARREGLA UN ESTANTE DE VIDRIO Y UNOS SOPORTES PARA CELULAR, HABLAMOS UN RATO POR ESE MEDIO, COMENTA QUE ESTA TODO BIEN Y NO TIENE NECESIDADES.",POSITIVO,ines me habla por whatsapp para mandarme un video donde arregla un estante de vidrio y unos soportes para celular hablamos un rato por ese medio comenta que esta todo bien y no tiene necesidades ,R
3990,3991,Sin novedad,NO RELEVANTE,sin novedad,NR
4251,4252,"En el dia de la fecha hablamos con Elisea y muy amable nos conto que vive con su esposo .
También nos conto que la llamaron desde el programa y ahora todos los martes recibe la caja con alimentos.",NECESIDADES OPERATIVAS,en el dia de la fecha hablamos con elisea y muy amable nos conto que vive con su esposo 
tambien nos conto que la llamaron desde el programa y ahora todos los martes recibe la caja con alimentos ,NEC_OP
1202,1203,Sin novedad,NO RELEVANTE,sin novedad,NR
3952,3953,"hoy estuve hablando con el sr ,Fernando así le gusta que lo llame, estuvimos charlando que desea mucho irse de vacaciones con su sra en diciembre a Brasil. Luego me estuvo comentando de que quiere convencer a un amigo de el para que sea asistido por el grupo de voluntarios ; y cualquier cosa me iba a pasar los datos.",NEUTRAL,hoy estuve hablando con el sr fernando asi le gusta que lo llame estuvimos charlando que desea mucho irse de vacaciones con su sra en diciembre a brasil luego me estuvo comentando de que quiere convencer a un amigo de el para que sea asistido por el grupo de voluntarios ; y cualquier cosa me iba a pasar los datos ,NR
9132,9133,"Llamo a AM a 1545584835, me comenta que aun no la contactaron para que tenga un voluntario que le pueda realizar las compras. Le informo que estaré pasando esa información directamente a la municipalidad, a penas tenga respuesta me estaré comunicando nuevamente con ella. Luego realiza una comparación en cuanto a la ayuda que están aplicando en capital y en Vicente Lopez, esta un poco enojada por la ayuda que no están brindando, agradece por la amabilidad pero no se lleva a cabo lo que informan. Luego habla acerca de política, y quedamos en comunicarnos cuando me den una respuesta. 
Envió e-mail a la municipalidad.",NECESIDADES OPERATIVAS,llamo a am a _digit_ me comenta que aun no la contactaron para que tenga un voluntario que le pueda realizar las compras le informo que estare pasando esa informacion directamente a la municipalidad a penas tenga respuesta me estare comunicando nuevamente con ella luego realiza una comparacion en cuanto a la ayuda que estan aplicando en capital y en vicente lopez esta un poco enojada por la ayuda que no estan brindando agradece por la amabilidad pero no se lleva a cabo lo que informan luego habla acerca de politica y quedamos en comunicarnos cuando me den una respuesta 
envio e-mail a la municipalidad ,NEC_OP
2309,2310,"Me contacté nuevamente via whatsapp, tuvimos una pequeña charla.  Sigue bien.",POSITIVO,me contacte nuevamente via whatsapp tuvimos una pequena charla  sigue bien ,R
7898,7899,"Da permanentemente ocupado, dudo que este teléfono esté vigente",NO RELEVANTE,da permanentemente ocupado dudo que este telefono este vigente,NR
5130,5131,"---Hablo con Guillermo esposo de AM, me indica que la AM fue a pagar las expensas; conversamos un rato. Me comenta que ellos están muy bien, está todo tranquilo. Hace mención de que todavía no pudo darse la vacuna de la gripe, ofrezco averiguar si hay disponibilidad y dónde puede ser. Luego hablo un momento con la AM y me confirma que ella y su marido se encuentran bien, agradece el contacto.
---Llamo a la Dirección de Atención Primaria al 4513-6624 - No atienden",POSITIVO,---hablo con guillermo esposo de am me indica que la am fue a pagar las expensas; conversamos un rato me comenta que ellos estan muy bien esta todo tranquilo hace mencion de que todavia no pudo darse la vacuna de la gripe ofrezco averiguar si hay disponibilidad y donde puede ser luego hablo un momento con la am y me confirma que ella y su marido se encuentran bien agradece el contacto 
---llamo a la direccion de atencion primaria al _digit_-_digit_ - no atienden,R
3315,3316,La Sra. Esta tranquila y paciente,POSITIVO,la sra esta tranquila y paciente,R
8015,8016,"MARIA DEL CARMEN BIEN, HOY LIMPIANDO Y COCINANDO PARA LA SEMANA",POSITIVO,maria del carmen bien hoy limpiando y cocinando para la semana,R
6635,6636,se realizo encuesta,NO RELEVANTE,se realizo encuesta,NR
7645,7646,no contesta,NO RELEVANTE,no contesta,NR
3045,3046,"HABLE CON MARTINA Y ESTA UN POCO MEJOR ,Y CON LO DE PAMI YA MANDARON  TODO PARA LA AUTORIZACION DEL ENFERMERO YO YA HABLE A PAMI TAMBIEN",NEGATIVO,hable con martina y esta un poco mejor y con lo de pami ya mandaron todo para la autorizacion del enfermero yo ya hable a pami tambien,R
9457,9458,18:30 hs hoy no me atendio,NEUTRAL,_digit_ _digit_ hs hoy no me atendio,NR
7671,7672,"Maria Eva esta haciendo una lasaña casera para que coman a la noche con sus hermanos.
Su hermana estaba siendo atendida por su medico de cabecera, por que le dolia la cabeza hace mas de 5 dias.",NEUTRAL,maria eva esta haciendo una lasana casera para que coman a la noche con sus hermanos 
su hermana estaba siendo atendida por su medico de cabecera por que le dolia la cabeza hace mas de _digit_ dias ,NR
7944,7945,.,NO RELEVANTE, ,NR
6879,6880,"Llamado para ver como estaba. Esta bien
Le comuniqué que ya no voy a estar llamandola mas sino otro voluntario.
No quiere que sea un voluntario masuculino porque desconfia mucho.",NEUTRAL,llamado para ver como estaba esta bien
le comunique que ya no voy a estar llamandola mas sino otro voluntario 
no quiere que sea un voluntario masuculino porque desconfia mucho ,NR
3450,3451,aun no pude contactarla,NO RELEVANTE,aun no pude contactarla,NR
12789,13647,"Me vuelvo a comunicar y les paso el numero que tenemos en el protocolo para consultas de salud, para que pueda ver si le dan alguna forma o lugar cercano para ser atendida por su dolor de pierna.",NEGATIVO,me vuelvo a comunicar y les paso el numero que tenemos en el protocolo para consultas de salud para que pueda ver si le dan alguna forma o lugar cercano para ser atendida por su dolor de pierna ,R
12214,12215,"siegue con dolor de brazo, no consigue la vacuna por pami",NEGATIVO,siegue con dolor de brazo no consigue la vacuna por pami,R
1731,1732,La Señora Beatríz Dib se encuentra bien.,POSITIVO,la senora beatriz dib se encuentra bien ,R
2683,2684,me comentó que pudo entrar a la clase de gym que dan por instagram y esta muy contenta y no necesita nada.,POSITIVO,me comento que pudo entrar a la clase de gym que dan por instagram y esta muy contenta y no necesita nada ,R
4773,4774,11/8 Muy conversadora. Tiene contención. Le gusta escuchar música.,NEUTRAL,_digit_ _digit_ muy conversadora tiene contencion le gusta escuchar musica ,NR
11434,11435,no estaba interesada.,NEUTRAL,no estaba interesada ,NR
9343,9344," a pesar de sus disconformidades y enojos con ciertas normativas del gobierno, el señor sigue atravesando de buena manera este período de cuarentena.   nueva llamada: jueves 30-04 y preguntar si la esposa se vacunó o no.",POSITIVO, a pesar de sus disconformidades y enojos con ciertas normativas del gobierno el senor sigue atravesando de buena manera este periodo de cuarentena  nueva llamada jueves _digit_-_digit_ y preguntar si la esposa se vacuno o no ,R
7903,7904,"Hola ,buenas tardes!! Delia, está necesitando mucho de nuestro acompañamiento en cuanto a la ayuda alimentaria ( que ya recibe ) y salud con respecto a su hija. En breve va a necesitar aplicarle una dosis de una vacuna (alergias) de un costo aproximado a los $1500 con los que hoy no cuenta por su falta de ingresos.",NECESIDADES OPERATIVAS,hola buenas tardes delia esta necesitando mucho de nuestro acompanamiento en cuanto a la ayuda alimentaria  que ya recibe  y salud con respecto a su hija en breve va a necesitar aplicarle una dosis de una vacuna alergias de un costo aproximado a los $_digit_ con los que hoy no cuenta por su falta de ingresos ,NEC_OP
1682,1683,"Volví a llamar a este mismo teléfono, y  no me pude comunicar. Intentaré nuevamente.",NO RELEVANTE,volvi a llamar a este mismo telefono y no me pude comunicar intentare nuevamente ,NR
4095,4096,"Volvi a llamar, esta vez me atendio la señora y me dijo que requiere de asistencia alimentaria y de medicamentos.
Le informo a la señora como realizar el pedido de alimentos y realizo el mail para pedido de medicamentos.",NECESIDADES OPERATIVAS,volvi a llamar esta vez me atendio la senora y me dijo que requiere de asistencia alimentaria y de medicamentos 
le informo a la senora como realizar el pedido de alimentos y realizo el mail para pedido de medicamentos ,NEC_OP
10883,10884,"llamare semanalmente a los ciudadanos de vicente lopez que me fueron adjudicados para mi acción social con el municipio.-al momento hay agradecimiento, humildad y necesidad de mas alimentos y contención desde la palabra.-",POSITIVO,llamare semanalmente a los ciudadanos de vicente lopez que me fueron adjudicados para mi accion social con el municipio -al momento hay agradecimiento humildad y necesidad de mas alimentos y contencion desde la palabra -,R
5371,5372,llame a la hija para confirmar que ya le otrorgaron la caja alimentaria le tiene que pasar a buscar el viernes 24/07/2020,NECESIDADES OPERATIVAS,llame a la hija para confirmar que ya le otrorgaron la caja alimentaria le tiene que pasar a buscar el viernes _digit_ _digit_ _digit_,NEC_OP
2454,2455,La Señora Slauikin Ana y su marido se encuentran bien.,POSITIVO,la senora slauikin ana y su marido se encuentran bien ,R
