id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
9113,HABLE CON KARINA   Y DE SALUD LE DIERON EL TELEFONO DE CARDIOLOGIA PARA HABLAR CON EL MEDICO  Y NO SE PUDO COMUNICAR TODAVIA ME DIJO HOY,NEUTRAL,hable con karina  y de salud le dieron el telefono de cardiologia para hablar con el medico y no se pudo comunicar todavia me dijo hoy,NR
9114,"La llame para saludarla por el dia del niño, y no se encontraba en su casa. Le deje el mensaje y me imagino que habra ido a ver a su hija y a su unica nieta. En la semana la volvere a llamar para charlar.",NO RELEVANTE,la llame para saludarla por el dia del nino y no se encontraba en su casa le deje el mensaje y me imagino que habra ido a ver a su hija y a su unica nieta en la semana la volvere a llamar para charlar ,NR
9115,SE ENTREGO TUTORIALES EN DOMICILIO 28/08/2020,NECESIDADES OPERATIVAS,se entrego tutoriales en domicilio _digit_ _digit_ _digit_,NEC_OP
9116,Nos contactamos con Rosa al ceclular y nos agredecio por el llamado . No necesita de la asistencia . igualmete quedamos  en llamarla en unos dias.,NO RELEVANTE,nos contactamos con rosa al ceclular y nos agredecio por el llamado  no necesita de la asistencia  igualmete quedamos en llamarla en unos dias ,NR
9117,Se hace contacto con AM para notificarle que según la municipalidad la entrega de la caja de alimentos está programada para hoy 19. AM agradece la información y la gestión.,NECESIDADES OPERATIVAS,se hace contacto con am para notificarle que segun la municipalidad la entrega de la caja de alimentos esta programada para hoy _digit_ am agradece la informacion y la gestion ,NEC_OP
9118,"12.09hs.
Se encuentra bien de salud, estaba solucionando un tema de salud con un endocrinólogo. Pasó su cumpleaños con su hijo y su nuera. Estaba agradecida por mi llamado.",POSITIVO,_digit_ _digit_hs se encuentra bien de salud estaba solucionando un tema de salud con un endocrinologo paso su cumpleanos con su hijo y su nuera estaba agradecida por mi llamado ,R
9119,"HE TOMADO CONTACTO  CON ELLA DURANTE TODA LA SEMANA HASTA EL DIA DE LA FECHA. PERMANENTEMENTE ASISTIDA POR SU FAMILIA, NO REQUIERE DE ALGUNA ASISTENCIA PARTICULAR.",POSITIVO,he tomado contacto con ella durante toda la semana hasta el dia de la fecha permanentemente asistida por su familia no requiere de alguna asistencia particular ,R
9120,Ninguna,NO RELEVANTE,ninguna,NR
9121,"Hablo con Rosa, finalizo la encuesta. Me cuenta que si los papeles de IOMA no están listos para el lunes, no podrá ir a la quimioterapia (otra vez) espera que se lo puedan solucionar. Se encuentra bien.",NEGATIVO,hablo con rosa finalizo la encuesta me cuenta que si los papeles de ioma no estan listos para el lunes no podra ir a la quimioterapia otra vez espera que se lo puedan solucionar se encuentra bien ,R
9122,Beatriz su esposa me informó que Antonio falleció en febrero del corriente año,NO RELEVANTE,beatriz su esposa me informo que antonio fallecio en febrero del corriente ano,NR
9123,12/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
9124,Estimada: hemos recibido la solicitud de tablet. Cualquier novedad al respecto nos comunicaremos. Saludos!,NECESIDADES OPERATIVAS,estimada hemos recibido la solicitud de tablet cualquier novedad al respecto nos comunicaremos saludos,NEC_OP
9125,"encuesta respondida, charlamos con Alicia la esposa de Julio estàn bien",POSITIVO,encuesta respondida charlamos con alicia la esposa de julio estan bien,R
9126,llamaré la próxima semana para proponer  alguna actividad artística,NO RELEVANTE,llamare la proxima semana para proponer alguna actividad artistica,NR
9127,LA LLAME ALUISA Y ME ATENDIO EL CONTESTADOR LE DEJE MENSAJE,NO RELEVANTE,la llame aluisa y me atendio el contestador le deje mensaje,NR
9128,"Le informo a la AM que la semana que viene no voy a poder llamarla, le pregunto si me quiere esperar o prefiere que la llame otro voluntario; prefiere esperarme a mi. Hablamos un poco; por suerte ella y su esposo se encuentran muy bien y no les hace falta nada.",POSITIVO,le informo a la am que la semana que viene no voy a poder llamarla le pregunto si me quiere esperar o prefiere que la llame otro voluntario; prefiere esperarme a mi hablamos un poco; por suerte ella y su esposo se encuentran muy bien y no les hace falta nada ,R
9129,"Llame al celular pero no atendió. Me comunique al teléfono de línea me atendió la hermana, la vuelvo a llamar el día viernes.",NO RELEVANTE,llame al celular pero no atendio me comunique al telefono de linea me atendio la hermana la vuelvo a llamar el dia viernes ,NR
9130,Sin novedad,NO RELEVANTE,sin novedad,NR
9131,"MARIA DEL CARMEN BIEN, VA TODOS LOS DIAS AL NEGOCIO PERO NO HAY VENTAS",NEGATIVO,maria del carmen bien va todos los dias al negocio pero no hay ventas,R
9132,Sin novedad,NO RELEVANTE,sin novedad,NR
9133,"Llamo a AM a 1545584835, me comenta que aun no la contactaron para que tenga un voluntario que le pueda realizar las compras. Le informo que estaré pasando esa información directamente a la municipalidad, a penas tenga respuesta me estaré comunicando nuevamente con ella. Luego realiza una comparación en cuanto a la ayuda que están aplicando en capital y en Vicente Lopez, esta un poco enojada por la ayuda que no están brindando, agradece por la amabilidad pero no se lleva a cabo lo que informan. Luego habla acerca de política, y quedamos en comunicarnos cuando me den una respuesta. 
Envió e-mail a la municipalidad.",NECESIDADES OPERATIVAS,llamo a am a _digit_ me comenta que aun no la contactaron para que tenga un voluntario que le pueda realizar las compras le informo que estare pasando esa informacion directamente a la municipalidad a penas tenga respuesta me estare comunicando nuevamente con ella luego realiza una comparacion en cuanto a la ayuda que estan aplicando en capital y en vicente lopez esta un poco enojada por la ayuda que no estan brindando agradece por la amabilidad pero no se lleva a cabo lo que informan luego habla acerca de politica y quedamos en comunicarnos cuando me den una respuesta envio e-mail a la municipalidad ,NEC_OP
9134,"Se encuentra bien, con su familia tranquila.",POSITIVO,se encuentra bien con su familia tranquila ,R
9135,se entrega material cognitivo en domicilio 31/7/20.,NECESIDADES OPERATIVAS,se entrega material cognitivo en domicilio _digit_ _digit_ _digit_ ,NEC_OP
9136,no contesta el teléfono,NO RELEVANTE,no contesta el telefono,NR
9137,"nuevamente, ante la necesidad imperiosa de recibir la caja de alimentos y limpieZa me comunico al 147 para su reclamo",NECESIDADES OPERATIVAS,nuevamente ante la necesidad imperiosa de recibir la caja de alimentos y limpieza me comunico al _digit_ para su reclamo,NEC_OP
9138,"Me contacto con la AM la cual me dice que está bien, que está ahora descansando, que ha comprado una máquina para poder ejercitar su rodilla, ya que tiene problemas en la misma, no está necesitando nada momentáneamente, de todas formas comparte en el mismo lote con la hija y la familia de ella. Agradece el llamado",POSITIVO,me contacto con la am la cual me dice que esta bien que esta ahora descansando que ha comprado una maquina para poder ejercitar su rodilla ya que tiene problemas en la misma no esta necesitando nada momentaneamente de todas formas comparte en el mismo lote con la hija y la familia de ella agradece el llamado,R
9139,"bien, esta bien",POSITIVO,bien esta bien,R
9140,no contesta,NO RELEVANTE,no contesta,NR
9141,Todo ok,POSITIVO,todo ok,R
9142,Solicita voluntario para que le retire la caja de alimentos y se la acerque a su domicilio. Se encuentra en buen estado de salud y acompañado por su hermano.,NECESIDADES OPERATIVAS,solicita voluntario para que le retire la caja de alimentos y se la acerque a su domicilio se encuentra en buen estado de salud y acompanado por su hermano ,NEC_OP
9143,SE ENTREGO TUTORIALES  1  EN DOMICILIO EL 28/08/2020,NECESIDADES OPERATIVAS,se entrego tutoriales _digit_ en domicilio el _digit_ _digit_ _digit_,NEC_OP
9144,SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 24/07/2020,NECESIDADES OPERATIVAS,se entrego material cognitivo en domicilio el _digit_ _digit_ _digit_,NEC_OP
9145,Sigue la grabación del número no corresponde a un abonado en servicio. Solicito me asignen  a otra persona en reemplazo de ésta. Muchas gracias !,NO RELEVANTE,sigue la grabacion del numero no corresponde a un abonado en servicio solicito me asignen a otra persona en reemplazo de esta muchas gracias ,NR
9146,Sin novedad,NO RELEVANTE,sin novedad,NR
9147,"La sra de encontraba viendo una pelicula, me dice que habla con sus amigas por wasap y por telefono que se entretiene bastante y que esta contenida.",POSITIVO,la sra de encontraba viendo una pelicula me dice que habla con sus amigas por wasap y por telefono que se entretiene bastante y que esta contenida ,R
9148,"Tema cajas 20 días y reserva. La necesita pero no tiene manera de retirarla.  Generalidades, un poco enojada. Conversamos bastante hasta que se empezó a reir.  Gestionada la caja y solicitado el envío por mail. Me confirman y me piden mas datos. Me contactan antes para coordinar.",NECESIDADES OPERATIVAS,tema cajas _digit_ dias y reserva la necesita pero no tiene manera de retirarla  generalidades un poco enojada conversamos bastante hasta que se empezo a reir  gestionada la caja y solicitado el envio por mail me confirman y me piden mas datos me contactan antes para coordinar ,NEC_OP
9149,Se requiere asistencia alimentaria para el AM. No tiene nadie que se la pueda ir a buscar.,NECESIDADES OPERATIVAS,se requiere asistencia alimentaria para el am no tiene nadie que se la pueda ir a buscar ,NEC_OP
9150,No atiende intentaremos nuevamente mas tarde de las 11:15,NO RELEVANTE,no atiende intentaremos nuevamente mas tarde de las _digit_ _digit_,NR
9151,HABLE CON LUISA  Y PASO UN LINDO FIN DE SEMANA  VIO A LOS HIJOS  QUE LA  VISITARON DESDE LA PUERTA DE CALLE  MUY  CONTENTA,POSITIVO,hable con luisa y paso un lindo fin de semana vio a los hijos que la visitaron desde la puerta de calle muy contenta,R
9152,SE ENTREGO MATERIAL COGNITIVO 2 EN DOMICILIO 21/08/2020,NECESIDADES OPERATIVAS,se entrego material cognitivo _digit_ en domicilio _digit_ _digit_ _digit_,NEC_OP
9153,"Nos comunicamos semanalmente, Myriam no requiere asistencia por el momento. No posee acceso a  tecnologia como para inscribirse en las actividades virtuales.

LA sobrina por el momento sigue asistiendola.",NO RELEVANTE,nos comunicamos semanalmente myriam no requiere asistencia por el momento no posee acceso a tecnologia como para inscribirse en las actividades virtuales la sobrina por el momento sigue asistiendola ,NR
9154,"Llamo a AM a 4761-1848, me comenta que aun no se pudo comunicar con la medica de cabecera y que justo estaba por contactarla. Le informo que seria lo ideal que la llame, asi le da la orden digital y luego llamar a PAMI ya con la orden. Luego comenzamos a hablar un poco de temas en general, de la situación actual, de las compras y me comenta que a ella le queda cerca el lugar de  Hipólito Yrigoyen 4848 para ir a buscar los alimentos. Le comento que están de , de Lunes a Viernes, de 9 a 13hs. Informa que va a llamar a la doctora, y pactamos un llamado para el día Lunes 08/06 para verificar si se pudo contactar y que le indicaron. Agradece por el llamado y finaliza la llamada.",NECESIDADES OPERATIVAS,llamo a am a _digit_-_digit_ me comenta que aun no se pudo comunicar con la medica de cabecera y que justo estaba por contactarla le informo que seria lo ideal que la llame asi le da la orden digital y luego llamar a pami ya con la orden luego comenzamos a hablar un poco de temas en general de la situacion actual de las compras y me comenta que a ella le queda cerca el lugar de hipolito yrigoyen _digit_ para ir a buscar los alimentos le comento que estan de  de lunes a viernes de _digit_ a _digit_hs informa que va a llamar a la doctora y pactamos un llamado para el dia lunes _digit_ _digit_ para verificar si se pudo contactar y que le indicaron agradece por el llamado y finaliza la llamada ,NEC_OP
9155,No pude comunicarme,NO RELEVANTE,no pude comunicarme,NR
9156,"En el día de hoy me comunico con la señora, la cual está bien, sin necesidades por el momento, de todas formas está con el hijo También. Agradeze el llamado",POSITIVO,en el dia de hoy me comunico con la senora la cual esta bien sin necesidades por el momento de todas formas esta con el hijo tambien agradeze el llamado,R
9157,"Guillermo está de muy buen ánimo y muy optimista ya que cree que luego de esta nueva fase uno vendrán poco a poco los avances en las demas fases. Está muy activo en cuanto sus clases y talleres, asi como también su esposa Alicia que esta realizando distintos tejidos para tener una nueva actividad en día a día.",POSITIVO,guillermo esta de muy buen animo y muy optimista ya que cree que luego de esta nueva fase uno vendran poco a poco los avances en las demas fases esta muy activo en cuanto sus clases y talleres asi como tambien su esposa alicia que esta realizando distintos tejidos para tener una nueva actividad en dia a dia ,R
9158,Se le llamó para confirmale que mañana viernes a partir de las 14hrs le llegará la caja de alimentos a su domicilio. En la charla comentó que la llamaron de la municipalidad para preguntarle si tenía computadora para realizar los talleres virtuales ofrecidos.,NECESIDADES OPERATIVAS,se le llamo para confirmale que manana viernes a partir de las _digit_hrs le llegara la caja de alimentos a su domicilio en la charla comento que la llamaron de la municipalidad para preguntarle si tenia computadora para realizar los talleres virtuales ofrecidos ,NEC_OP
9159,"deje mensaje en el contestador, no atendio el llamado. volvere a intentar mas tarde",NO RELEVANTE,deje mensaje en el contestador no atendio el llamado volvere a intentar mas tarde,NR
9160,La Señora Inés Flores se encuentra bien.,POSITIVO,la senora ines flores se encuentra bien ,R
9161,"Todo bien, le dieron la tablet.",POSITIVO,todo bien le dieron la tablet ,R
9162,no contesta,NO RELEVANTE,no contesta,NR
9163,"REQUIERE VACUNA ANTIGRIPAL , ME INDICA QUE CUENTA CON IOMA (PROFE) PERO EN LAS FARMACIAS CERCANAS NO CUENTAN CON LAS VACUNAS.",NECESIDADES OPERATIVAS,requiere vacuna antigripal  me indica que cuenta con ioma profe pero en las farmacias cercanas no cuentan con las vacunas ,NEC_OP
9164,Sin novedad,NO RELEVANTE,sin novedad,NR
9165,No pude comunicarme,NO RELEVANTE,no pude comunicarme,NR
9166,Bien de salud. Tiene asistencia. No quiere que la llamen. Le recordé línea 147 de atención al vecino.,NO RELEVANTE,bien de salud tiene asistencia no quiere que la llamen le recorde linea _digit_ de atencion al vecino ,NR
9167,NECESITA SABER COMO RETIRAR,NECESIDADES OPERATIVAS,necesita saber como retirar,NEC_OP
9168,no es correcto el numero de celular,NO RELEVANTE,no es correcto el numero de celular,NR
9169,no contesta el telefono,NO RELEVANTE,no contesta el telefono,NR
9170,se entrega alimentos  en domicilio 31/7/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
9171,esta bien,POSITIVO,esta bien,R
9172,Siguen bien,POSITIVO,siguen bien,R
9173,Necesita vacuna antigripal y de neumonía,NECESIDADES OPERATIVAS,necesita vacuna antigripal y de neumonia,NEC_OP
9174,Se encuentra bien y agradece el llamado pero no precisa de ayuda.-,POSITIVO,se encuentra bien y agradece el llamado pero no precisa de ayuda -,R
9175,No pude comunicarme,NO RELEVANTE,no pude comunicarme,NR
9176,bien de ánimo,POSITIVO,bien de animo,R
9177,No atendio,NO RELEVANTE,no atendio,NR
9178,Se reclamó por mail la bolsa de alimentos.,NECESIDADES OPERATIVAS,se reclamo por mail la bolsa de alimentos ,NEC_OP
9179,"en el dia de la fecha me comunico con rossi para avisarle que la renovación de su caja de alimentos ya fue realizada ,mantuvimos una charla , donde hablamos de todo un poco y me contó sus problemas familiares",NECESIDADES OPERATIVAS,en el dia de la fecha me comunico con rossi para avisarle que la renovacion de su caja de alimentos ya fue realizada mantuvimos una charla  donde hablamos de todo un poco y me conto sus problemas familiares,NEC_OP
9180,"Me atiende una chica y me dice que Maria Felisa no necesita ayuda, pido si me corrobora el otro número que tengo para poder llamarla, me vuelve a indicar que no necesita ayuda.",NO RELEVANTE,me atiende una chica y me dice que maria felisa no necesita ayuda pido si me corrobora el otro numero que tengo para poder llamarla me vuelve a indicar que no necesita ayuda ,NR
9181,PASO MUY LINDO EL FIN DE SEMANA  Y HOY ESTA MUY BIEN,POSITIVO,paso muy lindo el fin de semana y hoy esta muy bien,R
9182,Charlamos un rato,NO RELEVANTE,charlamos un rato,NR
9183,Se encuentra bien,POSITIVO,se encuentra bien,R
9184,"Animada,charlamos,entuciasmada",POSITIVO,animada charlamos entuciasmada,R
9185,Mail enviado al voluntario con información respecto de la solicitud y derivación realizada al área correspondiente.,NO RELEVANTE,mail enviado al voluntario con informacion respecto de la solicitud y derivacion realizada al area correspondiente ,NR
9186,Su familia y el están tranquilos y con esperanza,POSITIVO,su familia y el estan tranquilos y con esperanza,R
9187,Sin novedad,NO RELEVANTE,sin novedad,NR
9188,"Ma atendió la hermana de Lidia, que se encontraba en el baño. Me dijo que necesita saber si se están dando turnos para renovar el registro",NECESIDADES OPERATIVAS,ma atendio la hermana de lidia que se encontraba en el bano me dijo que necesita saber si se estan dando turnos para renovar el registro,NEC_OP
9189,Todo en orden,POSITIVO,todo en orden,R
9190,Acabo de hablar con Rosa y me indica que no recibió la caja de alimentos que se suponía le entregarían ayer. Estoy consultando para averiguar qué pasó,NECESIDADES OPERATIVAS,acabo de hablar con rosa y me indica que no recibio la caja de alimentos que se suponia le entregarian ayer estoy consultando para averiguar que paso,NEC_OP
9191,"con irene charlamos x wasap hoy, ella esta bien. hablamos de sus recetas. estaba contenta ya que las habia podido retirar de la farmacia..y alguna charla tambien hubo",POSITIVO,con irene charlamos x wasap hoy ella esta bien hablamos de sus recetas estaba contenta ya que las habia podido retirar de la farmacia y alguna charla tambien hubo,R
9192,"Hoy me atendió Cecilia, Carlo dormía. Siguen bien",POSITIVO,hoy me atendio cecilia carlo dormia siguen bien,R
9193,SE ENTREGO ALIMENTOS EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
9194,"Siguiendo con el acompañamiento, la señora Ramona se encuentra muy bien de salud. De ánimo un poco bajoneada porque se acerca la fecha de cumpleaños de su hijo fallecido hace poco, pero lo lleva bastante bien con sus nietos e hijas y por el momento no necesita acompañamiento psicológico adicional. Siempre agradece mucho estos llamados.",NEGATIVO,siguiendo con el acompanamiento la senora ramona se encuentra muy bien de salud de animo un poco bajoneada porque se acerca la fecha de cumpleanos de su hijo fallecido hace poco pero lo lleva bastante bien con sus nietos e hijas y por el momento no necesita acompanamiento psicologico adicional siempre agradece mucho estos llamados ,R
9195,LLamé por segunda vez no encontré a Osvaldo pero hablé con su Sra. Norma. Me atendió super amable. Tiene 73 años. Estan los dos muy bien y acompañados por su hijo que vive con ellos y les hace las compras. Le dejé todos mis datos y le dije que la semana que viene seguramente llamaba nuevamente para saber como estaban.,POSITIVO,llame por segunda vez no encontre a osvaldo pero hable con su sra norma me atendio super amable tiene _digit_ anos estan los dos muy bien y acompanados por su hijo que vive con ellos y les hace las compras le deje todos mis datos y le dije que la semana que viene seguramente llamaba nuevamente para saber como estaban ,R
9196,Se llamó reiteradas veces  a las 13:30 y nadie atiende,NO RELEVANTE,se llamo reiteradas veces a las _digit_ _digit_ y nadie atiende,NR
9197,no le interesan las actividades,NO RELEVANTE,no le interesan las actividades,NR
9198,No pude comunicarme,NO RELEVANTE,no pude comunicarme,NR
9199,"se encuentra bien ,conversamos",POSITIVO,se encuentra bien conversamos,R
9200,"hoy tambien hable con leticia, ayer lunes igual. la estoy siguiendo de cerca, ya que necesita mucho apoyo...le tengoo que hacer unas compras que en el dia de hoy las acercare",NEGATIVO,hoy tambien hable con leticia ayer lunes igual la estoy siguiendo de cerca ya que necesita mucho apoyo  le tengoo que hacer unas compras que en el dia de hoy las acercare,R
9201,Se encuentra bien,POSITIVO,se encuentra bien,R
9202,"Hablo con la AM, conversamos un rato, la escucho. Informo que la semana que viene no voy a estar, ella prefiere que la llame yo a partir de la otra semana. Acompañamiento y contención.",NEUTRAL,hablo con la am conversamos un rato la escucho informo que la semana que viene no voy a estar ella prefiere que la llame yo a partir de la otra semana acompanamiento y contencion ,NR
9203,Comenzó con el taller de Gimnasia.  Le gustaría aprender peluquería. Sabe cortar el pelo y le gustaría aprender un poco más  para usarlo como salida laboral.,NEUTRAL,comenzo con el taller de gimnasia  le gustaria aprender peluqueria sabe cortar el pelo y le gustaria aprender un poco mas para usarlo como salida laboral ,NR
9204,Conversación de compañía.,NO RELEVANTE,conversacion de compania ,NR
9205,"He intentado comunicarme a las 10.00 y  a las 17.00 durante el fin de semana, el domingo
He intentado comunicarme esta mañana a las 10.30 y a las 11.30 nuevamente
Sin éxito en todas las oportunidades",NO RELEVANTE,he intentado comunicarme a las _digit_ _digit_ y a las _digit_ _digit_ durante el fin de semana el domingohe intentado comunicarme esta manana a las _digit_ _digit_ y a las _digit_ _digit_ nuevamentesin exito en todas las oportunidades,NR
9206,SE ENTREGO ALIMENTOS EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
9207,10/06/20 - 3er día intentando comunicarme con AM al 4700-2512 pero N/A x2,NO RELEVANTE,_digit_ _digit_ _digit_ - _digit_er dia intentando comunicarme con am al _digit_-_digit_ pero n a x_digit_,NR
9208,la llame para saber como sigue esta un poco mejo de animo pero sigue su problema de agua y luz,NEGATIVO,la llame para saber como sigue esta un poco mejo de animo pero sigue su problema de agua y luz,R
9209,La Señira Flores Inés se encuentra bien .,POSITIVO,la senira flores ines se encuentra bien ,R
9210,"esta haciendo mandados,se encuentra muy bien.me atendio su esposa maria cristina !!!",POSITIVO,esta haciendo mandados se encuentra muy bien me atendio su esposa maria cristina ,R
9211,Se encuentran bien.Cansada de tanta cuarentena.Me cuenta que hay gente que recibe varias cajas de alimentos.Y otros que necesitan no.,NEGATIVO,se encuentran bien cansada de tanta cuarentena me cuenta que hay gente que recibe varias cajas de alimentos y otros que necesitan no ,R
9212,Contestador automático. Mensaje.-,NO RELEVANTE,contestador automatico mensaje -,NR
9213,saber como se encontraba,NO RELEVANTE,saber como se encontraba,NR
9214,"Está bien, dice que ahora se esta cuidando mas que antes porque se enteró de varios casos de covid19 positivo en su barrio así que está tratando de no salir, su hijo le llevó algunas cosas el día de ayer. Le pasé el nro. de anses que me dieron en el 147 para que se pueda anotar para recibir la tablet.",NEUTRAL,esta bien dice que ahora se esta cuidando mas que antes porque se entero de varios casos de covid_digit_ positivo en su barrio asi que esta tratando de no salir su hijo le llevo algunas cosas el dia de ayer le pase el nro de anses que me dieron en el _digit_ para que se pueda anotar para recibir la tablet ,NR
9215,SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 24/07/2020,NECESIDADES OPERATIVAS,se entrego material cognitivo en domicilio el _digit_ _digit_ _digit_,NEC_OP
9216,no contesta,NO RELEVANTE,no contesta,NR
9217,Buen estado de animo.,POSITIVO,buen estado de animo ,R
9218,"Marido hipertenso estable .

Nora recibio la tablet pero no dabe usarla  1 una vez recibio bolsa de alimentos",NEUTRAL,marido hipertenso estable nora recibio la tablet pero no dabe usarla _digit_ una vez recibio bolsa de alimentos,NR
9219,Se entrega Cuadernillo Estimulación Cognitiva I y II en domicilio 14/8/20.,NECESIDADES OPERATIVAS,se entrega cuadernillo estimulacion cognitiva i y ii en domicilio _digit_ _digit_ _digit_ ,NEC_OP
9220,me comunico la señora de Vicente que necesita urgente una psicologa,NECESIDADES OPERATIVAS,me comunico la senora de vicente que necesita urgente una psicologa,NEC_OP
9221,"Me comunique nuevamente con la familia, dijeron que reciben asistencia de sus hijos. Agradeció y dijo no necesitar nada y prefiere dar lugar a gente que si lo necesite.",NO RELEVANTE,me comunique nuevamente con la familia dijeron que reciben asistencia de sus hijos agradecio y dijo no necesitar nada y prefiere dar lugar a gente que si lo necesite ,NR
9222,"En el día de la fecha realizó el llamado, me dijo q se encontraba bien pero está angustiada por qué está cansada de tanto encierro y necesita salir, pero bueno respeta la cuarentena, la escuché un poco nerviosa m dijo q estaba por limpiar y quedamos en que la volvía a llamar ala tarde.",NEGATIVO,en el dia de la fecha realizo el llamado me dijo q se encontraba bien pero esta angustiada por que esta cansada de tanto encierro y necesita salir pero bueno respeta la cuarentena la escuche un poco nerviosa m dijo q estaba por limpiar y quedamos en que la volvia a llamar ala tarde ,R
9223,se encuentra bien y me dijo q el 14/8 le llego la caja,NECESIDADES OPERATIVAS,se encuentra bien y me dijo q el _digit_ _digit_ le llego la caja,NEC_OP
9224,No pude comunicarme,NO RELEVANTE,no pude comunicarme,NR
9225,Hablé con la esposa. Dijo que se encuentran bien. El sr estaba recostado,POSITIVO,hable con la esposa dijo que se encuentran bien el sr estaba recostado,R
9226,"No atiende nadie, deje mensaje",NO RELEVANTE,no atiende nadie deje mensaje,NR
9227,"Hablo con AM, le cuento que la semana que viene no voy a poder llamarla, le pregunto si me espera o si quiere que la llame algún otro voluntario; prefiere esperarme. Charlamos un poco; me dice que ella y su esposo están muy bien y que no necesitan nada por el momento.",POSITIVO,hablo con am le cuento que la semana que viene no voy a poder llamarla le pregunto si me espera o si quiere que la llame algun otro voluntario; prefiere esperarme charlamos un poco; me dice que ella y su esposo estan muy bien y que no necesitan nada por el momento ,R
9228,"MARIA DEL CARMEN VA MEJORANDO DE SU CAIDA, LE DUELE LAS RODILLAS,EL HOMBRO, EL PIE PARECE QUE SE DIO UN TREMENDO GOLPE",NEGATIVO,maria del carmen va mejorando de su caida le duele las rodillas el hombro el pie parece que se dio un tremendo golpe,R
9229,11/08/20 Llamado,NO RELEVANTE,_digit_ _digit_ _digit_ llamado,NR
9230,"Charlamos un rato está bien,.buen ánimo.",POSITIVO,charlamos un rato esta bien buen animo ,R
9231,Sin novedad,NO RELEVANTE,sin novedad,NR
9232,"Me comunico en horas de la tarde. Me atiende de buen ánimo. Me cuenta que está bien, cuidándose mucho, especialmente ahora que está mas frío. Hace un ratito había hablado con su sobrina. Eso la pone contenta, ya que estaban un poco distanciadas. El marido de la sobrina había ido en estos días y le hizo todas las compras necesarias. Se pone contenta con el llamado. Quedamos en hablarnos nuevamente en unos días.",POSITIVO,me comunico en horas de la tarde me atiende de buen animo me cuenta que esta bien cuidandose mucho especialmente ahora que esta mas frio hace un ratito habia hablado con su sobrina eso la pone contenta ya que estaban un poco distanciadas el marido de la sobrina habia ido en estos dias y le hizo todas las compras necesarias se pone contenta con el llamado quedamos en hablarnos nuevamente en unos dias ,R
9233,Sin novedad,NO RELEVANTE,sin novedad,NR
9234,Sin novedad,NO RELEVANTE,sin novedad,NR
9235,"Hoy hable con Amelia, charlamos sobre lo que había hecho en el día de hoy. Luego charlamos sobre las cosas de la casa que hace para pasar un ratito el tiempo. Me contó que  le gusta tomar mate y mirar un poco de tele.Estaba de buen animo y quede en llamarla en unos dias.",POSITIVO,hoy hable con amelia charlamos sobre lo que habia hecho en el dia de hoy luego charlamos sobre las cosas de la casa que hace para pasar un ratito el tiempo me conto que le gusta tomar mate y mirar un poco de tele estaba de buen animo y quede en llamarla en unos dias ,R
9236,Llamé hoy viernes y salta el contestador.,NO RELEVANTE,llame hoy viernes y salta el contestador ,NR
9237,"
SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 24/07/2020",NECESIDADES OPERATIVAS,se entrego material cognitivo en domicilio el _digit_ _digit_ _digit_,NEC_OP
9238,"Se encuentra muy bien de ánimo y de salud, está preocupada porque su hijo está desocupado, se le brindó la información del portal de empleo de vicente lópez para que pueda llenar su cv. Refiere que una amiga se fue a vacunar a las 9am y le dijeron que ya no había más vacunas, en una salita de muro en la calle villate, y luego le dijeron que le quedaba una dosis. Refiere que le pareció un muy mal proceder de parte del personal de la salita",NEGATIVO,se encuentra muy bien de animo y de salud esta preocupada porque su hijo esta desocupado se le brindo la informacion del portal de empleo de vicente lopez para que pueda llenar su cv refiere que una amiga se fue a vacunar a las _digit_am y le dijeron que ya no habia mas vacunas en una salita de muro en la calle villate y luego le dijeron que le quedaba una dosis refiere que le parecio un muy mal proceder de parte del personal de la salita,R
9239,se entrega alimentos  en domicilio 31/7/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
9240,bien de ánimo,POSITIVO,bien de animo,R
9241,estaba limpiando la casa.,NO RELEVANTE,estaba limpiando la casa ,NR
9242,está bien,POSITIVO,esta bien,R
9243,"Necesita darse la vacuna anti gripal y lade la neumonia a domicilio.
Podran contactarse con el por este tema?",NECESIDADES OPERATIVAS,necesita darse la vacuna anti gripal y lade la neumonia a domicilio podran contactarse con el por este tema,NEC_OP
9244,22/6 no contesta el llamado. Llamaré en unos dias,NO RELEVANTE,_digit_ _digit_ no contesta el llamado llamare en unos dias,NR
