,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
3822,3823,No contesta el tel.,NO RELEVANTE,contesta,NR
11944,11945,se encuentra deprimida. será contactada por la piscologa sofía vazquez,NEGATIVO,deprimida contactada piscologa vazquez,R
11116,11117,"me comuniqué con josé luis, conversamos sobre cómo se encontraban de salud, el calendario de vacunación y actividades que realizan a diario.",NEUTRAL,comunique luis conversamos encontraban salud calendario vacunacion actividades realizan diario,NR
2316,2317,Recibió la caja de alimentación. Muy agradecido con la persona que la llevó. quedamos en seguir conversando. Me pidió averiguar si era posible conseguir una baja en el impuesto municipal. Se le está complicando pagar los servicios e impuestos.,NECESIDADES OPERATIVAS,recibio caja alimentacion agradecido persona llevo quedamos seguir conversando pidio averiguar posible baja impuesto municipal complicando pagar servicios impuestos,NEC_OP
3703,3704,no contesta,NO RELEVANTE,contesta,NR
8971,8972,"Llamado de Presentación
Vive sola, la asisten ocasionalmente una amiga y una hija
El hijo trabaja en MVL
Está de buen ánimo. Tiene días desanimada, porque extraña salir y el confinamiento se le hace largo",NEGATIVO,llamado presentacion vive asisten ocasionalmente amiga hija hijo trabaja mvl animo desanimada extrana salir confinamiento,R
6533,6534,Sin novedad,NO RELEVANTE,novedad,NR
11292,11293,necesita medicamentos que antes le suyministraban en accion social de la municipaledad y  aora no se los dan. cel. 1563362695,NEUTRAL,necesita medicamentos suyministraban accion social municipaledad aora _digit_,NR
8490,8491,"ESTÁ MUY BIEN, ACTIVA Y ANIMADA",POSITIVO,activa animada,R
9913,9914,"el am slaukin, ana dni 5327159 se encuentra muy bien y su marido también.",POSITIVO,am slaukin ana dni _digit_ marido,R
10038,10039,"en el dia de hoy, hable nuevamente con eduardo, el esposo de maría, quien se encuentra aun en la ciudad de tandil, hablamos muy amablemente y agradeció la comunicación,,,, estaremos charlando nuevamente la semana entrante....
gracias,",POSITIVO,hable nuevamente eduardo esposo ciudad tandil hablamos amablemente agradecio comunicacion charlando nuevamente semana entrante,R
2245,2246,Llamé y me cortó. Llame de nuevo y no atiende,NO RELEVANTE,llame corto llame atiende,NR
1555,1556,"Llamo a AM, me comenta que en el día de hoy fue a la salita pero solo le dieron los medicamentos, pero no le pudieron tomar la glucosa ni la presión. Me comenta que su hijo, le esta sacando un permiso para que puedan ir hasta una clínica en capital para que la puedan asistir en el día de mañana. Le comento que me alegra saber que ya cuenta con los medicamentos y  en el día de mañana la contactare para verificar como le fue en la asistencia. Agradece por la preocupación y finaliza la llamada.",NEUTRAL,llamo am comenta salita medicamentos pudieron tomar glucosa presion comenta hijo sacando permiso puedan clinica capital puedan asistir manana medicamentos manana contactare verificar asistencia agradece preocupacion finaliza llamada,NR
4855,4856,18/8/20 Don Victor se encuentra muy bien y  espera poder volver a pescar que es lo que mas le gusta hacer,POSITIVO,_digit_ _digit_ _digit_ don victor espera volver pescar gusta,R
5080,5081,LA LLAME A  LA HIJA DE JULIA Y NO ME PUDE COMUNICAR,NO RELEVANTE,llame hija julia pude comunicar,NR
6858,6859,"Consultó acerca de la impermeabilizacion de su terraza (3 x 3 aproximadamente).
Le indique que la Municipalidad no atiende esos temas y que se dirigiera a una pinturería para que le recomendaran que usar.",NEUTRAL,consulto acerca impermeabilizacion terraza _digit_ _digit_ indique municipalidad atiende temas dirigiera pintureria recomendaran,NR
4233,4234,"Es el 2do día que llamo y no recibo respuesta, le envié un mensaje comentandole quien era, y si me podía decirme algún horario para que lo llame y le comente",NO RELEVANTE,_digit_do llamo recibo respuesta envie mensaje comentandole podia decirme horario llame comente,NR
8390,8391,05/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ entrego alimentos domicilio,NEC_OP
6487,6488,"Hoy recibí noticias por whatsapp, su hija me comunicó que ayer la atendió su médico de cabecera y con respecto a la silla de rueda no se la aconsejó. Dice que pierde movilidad si se acostumbra a la silla. Se presentó la hija en el Htal. para pedir que  el cardiólogo de su mamá la atienda. Después de mucho batallar de recorres el htal. de una punta a otra, logró que le dieran un turno.",NEUTRAL,recibi noticias whatsapp hija comunico atendio medico cabecera silla rueda aconsejo pierde movilidad acostumbra silla presento hija htal pedir cardiologo mama atienda batallar recorres htal punta logro dieran turno,NR
2498,2499,No desea ser entrevistada,NO RELEVANTE,desea entrevistada,NR
1885,1886,"Animada hoy recibio a sus nietos asi que estara acompañada hasta el martes ,les cocina hacen juegos asi que sta feliz",POSITIVO,animada recibio nietos acompanada martes cocina juegos sta feliz,R
5295,5296,"Con Noemí charlamos sobre las cosas que le gusta hacer que es la peluquería y la cocina, además de darme algunos consejos también me agradeció x ocuparme de la situación de su amiga María Cristina Stult para que le entreguen los alimentos a domicilio",NEUTRAL,charlamos gusta peluqueria cocina darme consejos agradecio ocuparme situacion amiga stult entreguen alimentos domicilio,NR
10101,10102,"envié link mensaje del sr. macri informando la creación de esta área - la sra. apoderada (ana maría chazarreta) me atiende muy bien pero retacea información y más de una vez me responde: esa información la tiene pami - sabe, porque se lo aclaré que puede contar conmigo. no se qué mas hacer. me cierra el paso",NEGATIVO,envie link mensaje sr macri informando creacion area - apoderada ana chazarreta atiende retacea informacion responde informacion pami - aclare contar cierra paso,R
834,835,"todo bien, sin novedades",POSITIVO,novedades,R
12563,12564,ya se vacuno... se encuentra muy bien...,POSITIVO,vacuno,R
4030,4031,Entrega de productos de limpieza,NECESIDADES OPERATIVAS,entrega productos limpieza,NEC_OP
10367,10368,"hablamos via whatsapp ,animada",POSITIVO,hablamos via whatsapp animada,R
12323,12324,solo quiere tener el contacto por si necesita algo son dos personas de riesgo,POSITIVO,contacto necesita personas riesgo,R
9205,9206,SE ENTREGO ALIMENTOS EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
8545,8546,"me comunique en el dia de hoy, la señora alicia se encuentra bien, por suerte sigue con su rutina abocada a su taller de costuras.",POSITIVO,comunique senora alicia suerte rutina abocada taller costuras,R
7807,7808,"Tiene ganas de participar del programa y quedamos en volver a charlar la semana que viene. Vive con uno de sus hijos y también tiene quién la ayude con las compras y mandados.
Está con miedo pero se la nota animada a pesar de todo.",NEGATIVO,ganas participar programa quedamos volver charlar semana viene vive hijos ayude compras mandados miedo nota animada,R
4134,4135,no le interesa,NO RELEVANTE,interesa,NR
2765,2766,"Se le envía toda la información necesaria respecto de la asistencia alimentaria al voluntario, vía mail.",NO RELEVANTE,envia informacion necesaria asistencia alimentaria voluntario via mail,NR
11567,11568,"no se habia levantado, no lo dejan salir a comprar cigarrillos",NEGATIVO,levantado dejan salir comprar cigarrillos,R
5464,5465,"12/06 - Llamo al 4799-1005, me dice que le llegó la caja de comida. Norma vive con sus seis perros, no tiene ningún acompañante. Me dice que a veces un primo de ella la visita.  
Norma trabajaba de vigilancia en una garita en el cual el sueldo no era muy bueno. Ahora no está más a causa de la cuarentena. 
Ella me dice que ahora no tiene plata para comprar comida ni para pagar sus servicios. Ahora le pasea la perrita a una amiga del barrio y con eso se sustenta. 
Norma pregunta si está la posibilidad de que le den una caja con artículos de limpieza.
Le indico que me voy a estar comunicando con ella cuando tenga una respuesta.
Me brinda un número de celular ya que le van a cortar el teléfono fijo por falta de pago:  11 65111916.",NECESIDADES OPERATIVAS,_digit_ _digit_ - llamo _digit_-_digit_ caja comida vive perros acompanante primo visita trabajaba vigilancia garita sueldo causa cuarentena plata comprar comida pagar servicios pasea perrita amiga barrio sustenta pregunta posibilidad den caja articulos limpieza comunicando respuesta brinda numero celular cortar telefono fijo falta pago _digit_ _digit_,NEC_OP
7509,7510,Sin novedad,NO RELEVANTE,novedad,NR
374,375,Lo llame para saludar x el día del padre.,NEUTRAL,llame saludar padre,NR
2721,2722,"ME CONTACTADO CON ELLA DURANTE ESTAS DOS SEMANAS. NO REQUIERE DE ASISTENCIA PARTICULAR, PERMANENTEMENTE  ASISTIDA POR SU FAMILIA. MUY COMUNICATIVA.",POSITIVO,contactado semanas requiere asistencia particular permanentemente asistida familia comunicativa,R
1841,1842,"caja de alimentos, que la voy a ir a buscar yo y se la voy a entregar.",NECESIDADES OPERATIVAS,caja alimentos buscar entregar,NEC_OP
10294,10295,esther esta bien no fue a pami x el frio....,POSITIVO,esther pami frio,R
12063,12064,se hablo con beatriz  me comenta que tiene mutual del bco picia le digo que llame  la vacuna tambien llame al hosp hable con maria teresa me dice que la llame el viernes el nombre es mario washigton ruax falto pedir el dni le que cerca la union vecinal de la calle sarmiento 3500-  llamo al marini no me atiende los n q me pasaron  4513-9868/9869-4512-1555,NEUTRAL,hablo comenta mutual bco picia digo llame vacuna llame hosp hable teresa llame viernes nombre washigton ruax falto pedir dni union vecinal calle sarmiento _digit_- llamo marini atiende pasaron _digit_-_digit_ _digit_-_digit_-_digit_,NR
2371,2372,"hoy fui a llevarle a susi unas compras que me habia pedido, cosas que se le habian termiado. ella esta bien un poco sencible nada mas..hablamos un poco.",NEGATIVO,llevarle susi compras pedido termiado sencible hablamos,R
6508,6509,SOLICITO LA TABLET Y LLAME AL 147 Y QUEDO PRE-INSCRIPTAEN LISTA DE ESPERA PARA LA TABLET EN ANSES.,NECESIDADES OPERATIVAS,solicito tablet llame _digit_ pre-inscriptaen lista espera tablet anses,NEC_OP
9320,9321,Se encuentra un poco desanimada x el encierro. Esperando x Pami para vacunarse. No hay stock. Se alegra cuando la llamo y charla un ratito.,NEGATIVO,desanimada encierro esperando pami vacunarse stock llamo charla ratito,R
2273,2274,-,NO RELEVANTE,-,NR
3131,3132,"precisa que le saque turno para abrir una caja de ahorros en el bco. francés para solucionar su tema. Quedo en averiguarle como es todo el trámite. Me contestaron del banco central, me sugieren comunicarme con 3 personas de protección al usuario, mandé mail, espero respuesta.",NECESIDADES OPERATIVAS,precisa saque turno abrir caja ahorros bco solucionar tema averiguarle tramite contestaron banco central sugieren comunicarme _digit_ personas proteccion usuario mande mail espero respuesta,NEC_OP
7526,7527,Llamé al móvil y directamente da el contestador.,NO RELEVANTE,llame movil directamente contestador,NR
3325,3326,No logré comunicarme.,NO RELEVANTE,logre comunicarme,NR
9397,9398,"07/05 -  lo llamé por la tarde y no respondió el llamado y le envié mensaje por whatsapp. no lo leyó
08/05 - 10.40 lo llamo y no responde. envié mail, tal como me lo indicaron para conseguir el medicamento que solicita. necesito avisarle que lo llamarán por teléfono y si se lo conceden se lo llevarán a su casa. volveré a llama",NO RELEVANTE,_digit_ _digit_ - llame respondio llamado envie mensaje whatsapp leyo _digit_ _digit_ - _digit_ _digit_ llamo responde envie mail indicaron medicamento solicita necesito avisarle llamaran telefono conceden llevaran casa volvere llama,NR
7899,7900,se encuentran bien,POSITIVO,encuentran,R
7226,7227,Se informó a la Sra. Bender que en las próximas 48 hs. se estará comunicando con ella la licenciada Fernanda León del programa de asistencia psicológica.,NECESIDADES OPERATIVAS,bender proximas _digit_ hs comunicando licenciada fernanda programa asistencia psicologica,NEC_OP
1084,1085,le ofreci la bolsa y la acepto. la va a buscar su hija,NECESIDADES OPERATIVAS,ofreci bolsa acepto buscar hija,NEC_OP
4015,4016,"Se encuentra bien haciendo algunas cosas en la casa mientras escucha la radio, agradece los llamados.-",POSITIVO,casa escucha radio agradece llamados -,R
8268,8269,"Realice la encuesta... No sabía su mail, quedamos en que me lo pasa en el próximo llamado.
La encontré bien anímicamente.
Sigue sin recibir los medicamentos por Andreani.",NECESIDADES OPERATIVAS,realice encuesta sabia mail quedamos pasa llamado encontre animicamente recibir medicamentos andreani,NEC_OP
9370,9371, siempre  que llamo  dice que no necesita nada,NEUTRAL,llamo necesita,NR
1480,1481,"18/06/20 - Llamo a AM al 22005790, le brindo los números de teléfonos de HELPERS. Le indico que al momento de intentar hacer el pedido por mi cuenta me confirmaron que solamente toman pedidos de asistencia por teléfono, con lo cual le comparto a la esposa de AM, CRISTINA, 2 números de teléfono: 1551532328 y el 5555 2057. El primer número también funciona como WhatsApp. Confirmo que la llamaré la semana que viene agradece y cortamos.",NEUTRAL,_digit_ _digit_ _digit_ - llamo am _digit_ brindo numeros telefonos helpers pedido confirmaron toman pedidos asistencia telefono comparto esposa am _digit_ numeros telefono _digit_ _digit_ _digit_ numero funciona whatsapp confirmo llamare semana viene agradece cortamos,NR
603,604,Sin novedad,NO RELEVANTE,novedad,NR
12739,12849,"La familia sigue en contacto conmigo. con estas última lluvias le llovió en un cuarto de la casa, cada vez cae más. Consiguió  en una para arreglarlo pero debe esperar que termine otro trabajo.  Tiene miedo que algún extraño entre a su casa o no le haga un buen trabajo. 

Yo me encuentro sobrepasada de problemas, angustiada por los dramas que me cuentan entonces decidí alejarme de todos, les expliqué el motivo, lo comprendieron y ahora son ellos los que me llaman a mi. Estamos siempre en contacto aunque no lo vuelque en esta ficha",NEGATIVO,familia contacto lluvias llovio cuarto casa cae consiguio arreglarlo esperar termine trabajo miedo extrano casa haga trabajo encuentro sobrepasada problemas angustiada dramas cuentan decidi alejarme explique motivo comprendieron llaman contacto vuelque ficha,R
11512,11513,no pude comunicarme con maria.,NO RELEVANTE,pude comunicarme,NR
2262,2263,Blanca y su familia se encuentran muy bien,POSITIVO,blanca familia encuentran,R
8712,8713,"Estuve hablando por su eximición y ya está por llamar al 147, me llamó luego su hijo Fabian para hacerme mas consultas. Seguimos en contacto.",NEUTRAL,hablando eximicion llamar _digit_ llamo hijo hacerme consultas seguimos contacto,NR
9853,9854,el am  flores inés dni 5324309 se encuentra muy bien.,POSITIVO,am flores dni _digit_,R
863,864,"Enviamos, vía mail, la información necesaria a la voluntaria para la obtención de dicho medicamento en el banco de drogas del Hospital Cetrángolo",NECESIDADES OPERATIVAS,enviamos via mail informacion necesaria voluntaria obtencion medicamento banco drogas hospital cetrangolo,NEC_OP
10836,10837,"llamado a las 16:00hs
estaba muy contenta por que habia llegado el nieto de trabajar y iban a pasar tiempo juntos.",POSITIVO,llamado _digit_ _digit_hs contenta llegado nieto trabajar iban pasar juntos,R
9551,9552,acompañar.,NO RELEVANTE,acompanar,NR
8521,8522,Están mal los datos,NO RELEVANTE,datos,NR
1026,1027,"Atendió la nieta (Renata). Nilda salió a comprar.  Están bien, por ahora no necesitan nada",POSITIVO,atendio nieta salio comprar necesitan,R
3914,3915,"Hable con Carmen, hermana de Marta. Se encontraban bien. Fueron a buscar la caja de alimentos.",NECESIDADES OPERATIVAS,hable carmen hermana encontraban buscar caja alimentos,NEC_OP
8316,8317,"todo bien, sin novedades.",POSITIVO,novedades,R
2182,2183,"Llamo a AM, me indica que hoy se comunico para pedir el bolsón de alimentos a domicilio porque la ultima vez que fue se sentía muy mal y había una larga fila para recibir el mismo. Me informa que antes de la pandemia perdió el trabajo, ella no es jubilada aun y no cuenta tampoco con obra social. Me indica que no tiene ningún familiar que la asista, tiene una hija pero no esta en contacto con ella. Ella pide los alimentos a la municipalidad cada 15 días y también la iglesia en frente de su casa le brinda alimentos.
Indica que iba los Domingos y un día a la semana a la Iglesia, y también ella colaboraba en el comedor de la misma. En el momento me informa que esta cerrado, debido a la pandemia, pero ella esta en contacto con gente de la iglesia.

AM solicita que le envíen los alimentos a domicilio, ya que ella no los puede ir a retirar y también indica que ella tomaba antidepresivos, cuenta en el momento con dichos medicamentos pero quiere saber como proceder si se le acaban los mismos. Le brindo números de contacto, para que se pueda comunicar y que le brinden la solución de los medicamentos. 

Establecemos un llamado para el día lunes Lunes 01/06 ,a las 17 hs, agradece por la atención y el llamado, luego finaliza la llamada.",NECESIDADES OPERATIVAS,llamo am indica comunico pedir bolson alimentos domicilio sentia larga fila recibir informa pandemia perdio trabajo jubilada obra social indica familiar asista hija contacto pide alimentos municipalidad _digit_ iglesia frente casa brinda alimentos indica iba domingos semana iglesia colaboraba comedor informa cerrado pandemia contacto gente iglesia am solicita envien alimentos domicilio retirar indica tomaba antidepresivos dichos medicamentos proceder acaban brindo numeros contacto comunicar brinden solucion medicamentos establecemos llamado lunes lunes _digit_ _digit_ _digit_ hs agradece atencion llamado finaliza llamada,NEC_OP
10385,10386,"hable con el hijo, que vive en el domicilio y me comento que tuvo un acv y fue trasladada al hospital de vicente lopez, pero no pudieron salvarla ya que tenia mucha sangre en la cabeza, falleciendo el día 17 de marzo.",NEGATIVO,hable hijo vive domicilio acv trasladada hospital vicente lopez pudieron salvarla sangre cabeza falleciendo _digit_ marzo,R
2179,2180,"Consulta de como esta, y sacarle la duda de la caja de alimentos",NECESIDADES OPERATIVAS,consulta sacarle duda caja alimentos,NEC_OP
9769,9770,conversamos una hora y pico esta muy agradecida por los llamados y manifiesta gracias por estar,POSITIVO,conversamos hora pico agradecida llamados manifiesta,R
1267,1268,"Ayer me llamó Seferino, está bien, quedé en solicitarle la bolsa de artículos de limpieza. Es una persona cerrada, poco comunicativa y recién ayer pude darme cuenta los serios problemas económicos que tiene. Vive en un lugar que alquila y en ese mismo lugar se dedica a arreglar zapatos. Como no trabajó el mes pasado no pudo pagar el alquiler, tampoco este mes y está  teniendo problemas con el dueño de la propiedad. Le estoy gestionando los 10.000..- pero aún no se los otorgaron. Se le está haciendo todo muy difícil",NEGATIVO,llamo seferino quede solicitarle bolsa articulos limpieza persona cerrada comunicativa recien pude darme serios problemas economicos vive alquila dedica arreglar zapatos trabajo mes pagar alquiler mes problemas dueno propiedad gestionando _digit_ _digit_ - otorgaron dificil,R
5516,5517,no contesta,NO RELEVANTE,contesta,NR
8459,8460,Se entrega  Cuadernillo Estimulación Cognitiva I y II en domicilio 14/8/20.,NECESIDADES OPERATIVAS,entrega cuadernillo estimulacion cognitiva ii domicilio _digit_ _digit_ _digit_,NEC_OP
12231,12232,sigo intentando y creo que el teléfono está mal. cuando marco el número dle teléfono de línea me dice que es un celular y que no corresponde a un cliente en servicio. muchas gracias,NO RELEVANTE,sigo intentando telefono numero dle telefono linea celular corresponde cliente servicio,NR
6891,6892,se hablo con Elba todo bien,POSITIVO,hablo,R
2162,2163,"Llamo a AM, me atiende la esposa de AM Victoria Osera, le comento acerca de las asistencias que estamos brindando. Lo consulta con su esposo y me comenta que por el momento no requieren la asistencia. Me indica que ellos se están arreglando en cuanto a las compras y no se van a vacunar. Agradece por el llamado y finaliza la llamada.",NEUTRAL,llamo am atiende esposa am victoria osera acerca asistencias brindando consulta esposo comenta requieren asistencia indica arreglando compras vacunar agradece llamado finaliza llamada,NR
730,731,Sin novedad,NO RELEVANTE,novedad,NR
5110,5111,Estuvimos hablando por whatsApp y me pregunto cada cuanto se envia la caja de alimentos,NECESIDADES OPERATIVAS,hablando whatsapp pregunto envia caja alimentos,NEC_OP
12606,9884,Hablo con AM. Esta bien. Hablo con la municipalidad por un sarpullido que tiene en la espalda y le indicaron donde ir a verse sin problemas y seguro ira mañana. De la medicacion de su epsosa no tiene novedades. Informo que no formare mas parte del voluntariado y que seguramente se estara comunicando otra persona mas adelante con el para seguir hablando. Comprende. Agradece por todo y corta.,NEGATIVO,hablo am hablo municipalidad sarpullido espalda indicaron verse problemas seguro ira manana medicacion epsosa novedades formare voluntariado seguramente comunicando persona seguir hablando comprende agradece corta,R
4058,4059,Sin novedad,NO RELEVANTE,novedad,NR
11193,11194,"me he puesto en contacto con  la oficina de desinfección de vicente lópez por  el terreno baldío frente a su domicilio ,le comenté las novedades que pude averiguar y los pasos a seguir , según el municipio . el señor se encuentra bien ,sin necesidades por el momento. está contento y agradecido por el apoyo y la preocupación.",POSITIVO,puesto contacto oficina desinfeccion vicente lopez terreno baldio frente domicilio comente novedades pude averiguar pasos seguir municipio senor necesidades contento agradecido apoyo preocupacion,R
6411,6412,"Se realiza la primer llamada. Se encuentra muy bien y animada. Sale lo mínimo necesario: farmacia,  compras. Pasatiempos: pinta muebles, arregla cosas. Se jubiló hace 3 años. Trabajó en Empresa Textil como operadora y Encargada. 
Se define como una persona muy activa - le cuesta estar quieta. Tiene amigas con las que hablan.
Le gusta ver novelas Turcas.

Necesita ver 
- Médico Gastroenterólogo: Tiene divertículos y Brida.
- Ginecólogo: para exámen anual
- Endocrinóloga
- Cardiólogo
- Clínico

Solicita que la asistamos para conseguir un Gastroenterólogo.
PAMI - NRO de afiliada 15 0083 0440 0400
HOSPITAL VICENTE LÓPEZ
MARIA BEATRIZ SARFIELD
MEDICO GASTROENTERÓLOGO",POSITIVO,realiza llamada animada sale minimo necesario farmacia compras pasatiempos pinta muebles arregla jubilo _digit_ anos trabajo empresa textil operadora encargada define persona activa - cuesta quieta amigas gusta novelas turcas necesita - medico gastroenterologo diverticulos brida - ginecologo examen anual - endocrinologa - cardiologo - clinico solicita asistamos gastroenterologo pami - nro afiliada _digit_ _digit_ _digit_ _digit_ hospital vicente lopez sarfield medico gastroenterologo,R
3493,3494,Conversacion sobre su estado general. Concurrio a realizarse análisis. La visita y la llama la nieta,NEUTRAL,conversacion concurrio realizarse analisis visita llama nieta,NR
4132,4133,"Se hace acompañamiento a AM, indica que prefiere no recibir la caja alimentaría debido a que considera que debe ser entregada a gente que de verdad esté pasando hambre. Menciona que le sería de mucha ayuda el medicamento, acordamos un nuevo contacto una vez se obtengan novedades con relación a dicha solicitud.",NEUTRAL,acompanamiento am indica prefiere recibir caja alimentaria entregada gente pasando hambre menciona ayuda medicamento acordamos contacto obtengan novedades relacion dicha solicitud,NR
1049,1050,"Hablé con Leticia, se encuentra bien por suerte.",POSITIVO,hable suerte,R
11404,11405,no contesta martina,NO RELEVANTE,contesta,NR
6527,6528,Clara 2,NO RELEVANTE,clara _digit_,NR
2715,2716,no atienden llamo mas tarde,NO RELEVANTE,atienden llamo,NR
6119,6120,"18/6 se recibe solicitud de atención psicológica. Se establece contacto con la voluntaria Dominique Pereyra. Se deriva a la Lic. Bidovec, Carla quien agenda llamado para el 22/6",NECESIDADES OPERATIVAS,_digit_ _digit_ recibe solicitud atencion psicologica establece contacto voluntaria pereyra deriva lic bidovec agenda llamado _digit_ _digit_,NEC_OP
3573,3574,La Señora Inés Flores se encuentra bien.,POSITIVO,senora flores,R
9368,9369," se encuentra bien, estaba mirando una pelicula por lo que no hablamos mucho mas",POSITIVO,mirando pelicula hablamos,R
8588,8589,"Comunicación posterior a la primera charla con la psicóloga. Me cuenta que le hizo bien, y cosas que vio en la conversación. El miércoles tiene otra charla. Planes para hoy, cosas para gratificarse y cuidarse. Me plantea tema de conocidas solas sin voluntarios, le pido datos. Y tema de cambio de médica pami por cambio de domicilio que le salió al marido y a ella no. Quedamos en que me llama o manda mensajes durante el día.",NECESIDADES OPERATIVAS,comunicacion posterior charla psicologa vio conversacion miercoles charla planes gratificarse cuidarse plantea tema conocidas voluntarios pido datos tema cambio medica pami cambio domicilio salio marido quedamos llama mensajes,NEC_OP
6604,6605,Confirmar que pudo retirar los alimentos su hija. Efectivamente los retiro con éxito.,NECESIDADES OPERATIVAS,confirmar retirar alimentos hija efectivamente retiro exito,NEC_OP
6876,6877,"Ya se realizó el pedido de envío de caja de alimentos a domicilio. De todas maneras, recordamos que la entrega se realiza cada 15 días",NECESIDADES OPERATIVAS,pedido envio caja alimentos domicilio maneras recordamos entrega realiza _digit_,NEC_OP
5615,5616,"Vecinas entregan caja de alimentos a Ema, retiran en calle Bellocq. Quisieran saber si deben esperar hasta el 15 de junio. La ultima vez q retiraron fue el 17 de mayo.",NECESIDADES OPERATIVAS,vecinas entregan caja alimentos retiran calle bellocq quisieran esperar _digit_ junio retiraron _digit_ mayo,NEC_OP
8721,8722,Reenvie el mail a medicacion2020 porque todavía no recibi respuesta a mi consulta,NECESIDADES OPERATIVAS,reenvie mail medicacion_digit_ recibi respuesta consulta,NEC_OP
11403,11404,no contesta los celulares,NO RELEVANTE,contesta celulares,NR
293,294,"llame a irene , ella esta bien de muy buen animo. y me consulto la manera de tramitar una receta que le faltaba, asi que me comunique con atencion primaria y ya fue gestionado.",POSITIVO,llame irene animo consulto tramitar receta faltaba comunique atencion primaria gestionado,R
7210,7211,"DE BUEN ANIMO , CON FUERZA.",POSITIVO,animo fuerza,R
11093,11094,me comunico siendo las 10.05 horas. línea ocupada. llamaré en otro momento.,NO RELEVANTE,comunico _digit_ _digit_ linea ocupada llamare,NR
9391,9392,"03/04 17:00hs 
silvia manifiesta problemas con la entrega de alimentos en los supermercados , tiene que salir  y se le complica proque esta sin auto y su marido quien la acompana tiene un brazo roto, averiguar si existe asistencia para ayudarla con las compras. 
me pregunta como se va a organizar las vacuna puede ser a domicilio? o tiene que ir hasta el hospital ?",NEGATIVO,_digit_ _digit_ _digit_ _digit_hs manifiesta problemas entrega alimentos supermercados salir complica proque auto marido acompana brazo roto averiguar asistencia ayudarla compras pregunta organizar vacuna domicilio hospital,R
11197,11198,"me llama hoy para ir a la farmacia a comprar medicación y conseguirle un turno para vacunarse contra la gripe. quedamos en vernos 13,30 hs para retirar la receta.",NEUTRAL,llama farmacia comprar medicacion conseguirle turno vacunarse gripe quedamos vernos _digit_ _digit_ hs retirar receta,NR
6135,6136,No contesto llamado,NO RELEVANTE,contesto llamado,NR
11277,11278,"necesita ayuda en lo diario ya que sus hijos están lejos, ella es una paciente de riesgo ya tiene diabetes.
necesita apoyo jurídico para rever e tema de la jubilación ya que aun no se la dieron y no tiene ningún ingreso. trabajaba como asistente de un geriátrico pero por un accidente no pudo ir mas. 
necesita alimentos básicamente. los vecinos le buscan la comida del comedor municipal. ya que vuelvo a repetir no tiene ningún tipo de ingreso y sus hijos no pueden asistirla.
necesita ayuda psicológica también. 
refiere que a sido asistida por la municipalidad ya que suponían que era un caso de covid. pero el mismo dio negativo. (estuvo internada en el hospital)
la señora esta muy angustiada. quede en llamarla mañana nuevamente para ver como sigue.",NEGATIVO,necesita ayuda diario hijos riesgo diabetes necesita apoyo juridico rever tema jubilacion ingreso trabajaba asistente geriatrico accidente necesita alimentos basicamente vecinos buscan comida comedor municipal vuelvo repetir tipo ingreso hijos asistirla necesita ayuda psicologica refiere asistida municipalidad suponian caso covid negativo internada hospital senora angustiada quede llamarla manana nuevamente,R
2075,2076,"Hable con la Esposa, me dijo que los hijos se estaban encargando de ellos. Me vuelvo a comunicar dentro de una semana.",POSITIVO,hable esposa hijos encargando vuelvo comunicar semana,R
7249,7250,"Respuesta de voluntarios@vicentelopez.gov.ar:
Hola Juan, cómo estás? Perfecto. Mantengamosla en tu listado, si la AM se comunica con el voluntario anterior, nos lo hará saber. Digo de mantenerla en tu listado porque si se lo reasignamos a otro voluntario, probablemente le suceda lo mismo que a vos. Por otro lado, si querés que te asignemos algún AM más, avisanos.

Muchas gracias!
Saludos",NO RELEVANTE,respuesta voluntarios@vicentelopez gov ar hola juan mantengamosla listado am comunica voluntario digo mantenerla listado reasignamos voluntario probablemente suceda vos queres asignemos am avisanos saludos,NR
5753,5754,derivado x Menendez tiene vol así ganado y en ficha solo dice que los telefonos no funcionan,NO RELEVANTE,derivado menendez vol ganado ficha telefonos funcionan,NR
3276,3277,salio de covid -19 esta bien ya dada de alta .pude hablar con ella,POSITIVO,salio covid -_digit_ dada alta pude hablar,R
12046,12047,"se entretiene haciendo cosas de la casa, lavando, cocinando. dice que está bien y tranquila. quiere salir pero le da miedo, asi que se queda en casa.",POSITIVO,entretiene casa lavando cocinando tranquila salir miedo queda casa,R
794,795,Se encuentra bien de salud. No tiene necesidades por el momento.,POSITIVO,salud necesidades,R
11598,11599,nuevamente realice llamada al numero referido sin poder comunicarme,NO RELEVANTE,nuevamente realice llamada numero referido comunicarme,NR
8084,8085,La Sra Nélida Malatesta se encuentra muy bien.,POSITIVO,malatesta,R
8361,8362,La señora FLORES Inés se encuentra bien.,POSITIVO,senora flores,R
